id	dname	chembl_id	inchikey	smiles	cleaned_smiles	alternative_smiles	smiles_cleanup_status	canonical_smiles
63	docetaxel	CHEMBL92	ZDZOTLJHXYCWBA-VCVYQWHSSA-N	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O		original	CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
64	Doxorubicin Hydrochloride	CHEMBL359744	MWWSFMDVAYGXBV-RUELKSSGSA-N	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl		original	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl
65	Eribulin mesylate	CHEMBL1683544	QAMYWGZHLCQOOJ-WRNBYXCMSA-N	CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O	CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O		original	C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4.CS(=O)(=O)O
66	Erlotinib hydrochloride	CHEMBL1079742	GTTBEUCJPZQMDZ-UHFFFAOYSA-N	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl		original	C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl
67	Estramustine phosphate sodium	CHEMBL1200721	IIUMCNJTGSMNRO-VVSKJQCTSA-L	CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]	CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+]		original	CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)([O-])[O-].[Na+].[Na+]
68	001, RAD	CHEMBL1908360	HKVAMNSJSFKALM-GKUWKFKPSA-N	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC		original	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
69	EXEMESTANE	CHEMBL1200374	BFYIZQONLCFLEV-DAELLWKTSA-N	CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C	CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C		original	C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
70	floxuridine	CHEMBL917	ODKNJVUHOIMIIZ-RRKCRQDMSA-N	C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O	C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O		original	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
71	Fulvestrant	CHEMBL1358	VWUXBMIQPBEWFH-WCCTWKNTSA-N	CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F	CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F		original	CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O
72	Gefitinib	CHEMBL939	XGALLCVXEZPNRQ-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4		original	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
73	GEMCITABINE HYDROCHLORIDE	CHEMBL1637	OKKDEIYWILRZIA-OSZBKLCCSA-N	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl		original	Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
74	hydroxyurea	CHEMBL467	VSNHCAURESNICA-UHFFFAOYSA-N	C(=O)(N)NO	C(=O)(N)NO		original	NC(=O)NO
75	ifosfamide	CHEMBL1024	HOMGKSMUEGBAAB-UHFFFAOYSA-N	C1CN(P(=O)(OC1)NCCCl)CCCl	C1CN(P(=O)(OC1)NCCCl)CCCl		original	O=P1(NCCCl)OCCCN1CCCl
76	Imatinib mesylate	CHEMBL1642	YLMAHDNUQAMNNX-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O		original	CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
77	IMIQUIMOD	CHEMBL1282	DOUYETYNHWVLEO-UHFFFAOYSA-N	CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N	CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N		original	CC(C)Cn1cnc2c(N)nc3ccccc3c21
78	Ixabepilone	CHEMBL1201752	FABUFPQFXZVHFB-PVYNADRNSA-N	CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C	CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C		original	CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1
79	Lenalidomide	CHEMBL848	GOTYRUGSSMKFNF-UHFFFAOYSA-N	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N		original	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
80	letrozole	CHEMBL1444	HPJKCIUCZWXJDR-UHFFFAOYSA-N	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3		original	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
81	lomustine	CHEMBL514	GQYIWUVLTXOXAJ-UHFFFAOYSA-N	C1CCC(CC1)NC(=O)N(CCCl)N=O	C1CCC(CC1)NC(=O)N(CCCl)N=O		original	O=NN(CCCl)C(=O)NC1CCCCC1
82	55-86-7	CHEMBL1201001	QZIQJVCYUQZDIR-UHFFFAOYSA-N	CN(CCCl)CCCl.Cl	CN(CCCl)CCCl.Cl		original	CN(CCCl)CCCl.Cl
83	MEGESTROL ACETATE	CHEMBL1201139	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C	CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C		original	CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
84	melphalan	CHEMBL852	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl		original	NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
85	6-Mercaptopurine	CHEMBL1425	GLVAUDGFNGKCSF-UHFFFAOYSA-N	C1=NC2=C(N1)C(=S)N=CN2	C1=NC2=C(N1)C(=S)N=CN2		original	S=c1nc[nH]c2nc[nH]c12
86	methoxsalen	CHEMBL416	QXKHYNVANLEOEG-UHFFFAOYSA-N	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2		original	COc1c2occc2cc2ccc(=O)oc12
87	mitotane	CHEMBL1670	JWBOIMRXGHLCPP-UHFFFAOYSA-N	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl		original	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
88	mitoxantrone	CHEMBL58	KKZJGLLVHKMTCM-UHFFFAOYSA-N	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO		original	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
89	Nelarabine	CHEMBL1201112	IXOXBSCIXZEQEQ-UHTZMRCNSA-N	COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N	COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N		original	COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O
90	Nilotinib	CHEMBL255863	HHZIURLSWUIHRB-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5	CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5		original	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
91	Pazopanib hydrochloride	CHEMBL1201733	MQHIQUBXFFAOMK-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl	CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl		original	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
92	Pemetrexed disodium	CHEMBL2360464	NYDXNILOWQXUOF-GXKRWWSZSA-L	C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]	C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]		original	Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+]
93	pentostatin	CHEMBL1580	FPVKHBSQESCIEP-JQCXWYLXSA-N	C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O	C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O		original	OCC1OC(n2cnc3c2NC=NCC3O)CC1O
94	pipobroman	CHEMBL1585	NJBFOOCLYDNZJN-UHFFFAOYSA-N	C1CN(CCN1C(=O)CCBr)C(=O)CCBr	C1CN(CCN1C(=O)CCBr)C(=O)CCBr		original	O=C(CCBr)N1CCN(C(=O)CCBr)CC1
95	MITHRAMYCIN	CHEMBL1237054	CFCUWKMKBJTWLW-BKHRDMLASA-N	CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O	CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O		original	COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
96	Pralatrexate	CHEMBL1201746	OGSBUKJUDHAQEA-WMCAAGNKSA-N	C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O		original	C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
97	Procarbazine hydrochloride	CHEMBL1200410	DERJYEZSLHIUKF-UHFFFAOYSA-N	CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl	CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl		original	CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
98	Quinacrine hydrochloride	CHEMBL556980	UKZANTJXIMWQCH-UHFFFAOYSA-N	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl		original	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl
99	RALOXIFENE HYDROCHLORIDE	CHEMBL1116	BKXVVCILCIUCLG-UHFFFAOYSA-N	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl		original	Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
100	Romidepsin	CHEMBL343448	OHRURASPPZQGQM-GCCNXGTGSA-N	CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C	CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C		original	CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O
101	Ruxolitinib	CHEMBL1789941	HFNKQEVNSGCOJV-OAHLLOKOSA-N	C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3	C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3		original	N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
102	(-)-Rapamycin	CHEMBL413	QFJCIRLUMZQUOT-HPLJOQBZSA-N	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC		original	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
103	Sorafenib tosylate	CHEMBL1200485	IVDHYUQIDRJSTI-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F	CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F		original	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
104	streptozocin	CHEMBL1603	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O	CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O		original	CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
105	Tamoxifen citrate	CHEMBL786	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O		original	CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
106	teniposide	CHEMBL452231	NRUKOCRGYNPUPR-QBPJDGROSA-N	COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O	COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O		original	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
107	thalidomide	CHEMBL468	UEJJHQNACJXSKW-UHFFFAOYSA-N	C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O	C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O		original	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
108	6-Thioguanine	CHEMBL727	WYWHKKSPHMUBEB-UHFFFAOYSA-N	C1=NC2=C(N1)C(=S)N=C(N2)N	C1=NC2=C(N1)C(=S)N=C(N2)N		original	Nc1nc(=S)c2[nH]cnc2[nH]1
109	thiotepa	CHEMBL671	FOCVUCIESVLUNU-UHFFFAOYSA-N	C1CN1P(=S)(N2CC2)N3CC3	C1CN1P(=S)(N2CC2)N3CC3		original	S=P(N1CC1)(N1CC1)N1CC1
110	TOPOTECAN HYDROCHLORIDE	CHEMBL1607	DGHHQBMTXTWTJV-BQAIUKQQSA-N	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl		original	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl
111	Retinoic acid	CHEMBL38	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C		original	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
112	Triethylenemelamine	CHEMBL502384	IUCJMVBFZDHPDX-UHFFFAOYSA-N	C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4	C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4		original	C1CN1c1nc(N2CC2)nc(N2CC2)n1
113	Uramustine	CHEMBL1488	IDPUKCWIGUEADI-UHFFFAOYSA-N	C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl	C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl		original	O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1
114	Valrubicin	CHEMBL1096885	ZOCKGBMQLCSHFP-KQRAQHLDSA-N	CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O	CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O		original	CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
115	Vandetanib	CHEMBL24828	UHTHHESEBZOYNR-UHFFFAOYSA-N	CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC	CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC		original	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
116	Vemurafenib	CHEMBL1229517	GPXBXXGIAQBQNI-UHFFFAOYSA-N	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F		original	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
117	Vinblastine sulfate	CHEMBL378544	KDQAABAKXDWYSZ-PNYVAJAMSA-N	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O		original	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O
118	Vincristine sulfate	CHEMBL501867	AQTQHPDCURKLKT-JKDPCDLQSA-N	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O		original	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O
119	Vinorelbine tartrate		CILBMBUYJCWATM-PYGJLNRPSA-N	CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O	CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O		original	CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
120	Vismodegib	CHEMBL473417	BPQMGSKTAYIVFO-UHFFFAOYSA-N	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl		original	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
121	Zoledronic acid	CHEMBL924	XRASPMIURGNCCH-UHFFFAOYSA-N	C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O	C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O		original	O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
122	L-778123 free base	CHEMBL279433	JNUGFGAVPBYSHF-UHFFFAOYSA-N	C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl	C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl		original	N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
